product_id,sku,product_name,brand,category,price,stock_qty,status,sales_this_month,condition,supplier,warranty_months,weight_kg,warehouse_location,description
122,SAM-TAB-00122,"Samsung iPad Tablet 12.9"" 128GB",Samsung,Tablet,1249,21,In Stock,14,New,Global Electronics Supply,24,0.66,"Las Vegas, NV","Lightweight tablet ideal for reading, browsing, and streaming. Long battery life."
123,SAM-TV-00123,Samsung Max TV,Samsung,TV,369,132,In Stock,5,New,Prime Tech Wholesale,12,1.25,"Chicago, IL",High-quality tv from a trusted brand. Reliable performance and great value.
124,SAM-SSD-00124,Samsung EVO SSD 4TB SATA,Samsung,SSD,49,9,Low Stock,30,New,Global Electronics Supply,24,1.09,"New York, NY",Portable external SSD for on-the-go storage. Compact and durable design.
125,SAM-MEM-00125,Samsung Ballistic Memory 8GB 4800MHz,Samsung,Memory,189,107,In Stock,3,New,Tech Distributors Inc,36,1.37,"Miami, FL",Reliable memory modules for system upgrades. Compatible with most motherboards.
126,SAM-TV-00126,Samsung Elite TV,Samsung,TV,439,5,Low Stock,31,New,Direct Source Electronics,24,0.8,"Atlanta, GA",High-quality tv from a trusted brand. Reliable performance and great value.
127,SAM-TAB-00127,"Samsung Surface Tablet 10"" 64GB",Samsung,Tablet,499,21,In Stock,23,New,Global Electronics Supply,12,0.41,"Denver, CO",Professional tablet with stylus support. Great for note-taking and creative work.
128,LG-MON-00128,LG U Series Monitor QHD 165Hz,LG,Monitor,879,71,In Stock,9,New,Prime Tech Wholesale,36,6.56,"Dallas, TX",High-resolution display with vibrant colors and wide viewing angles. Great for both work and entertainment.
129,LG-TV-00129,LG Mini TV,LG,TV,2059,78,In Stock,8,New,Direct Source Electronics,36,0.51,"Atlanta, GA",High-quality tv from a trusted brand. Reliable performance and great value.
130,LG-MON-00130,"LG ProDisplay Monitor 24"" USB-C",LG,Monitor,1189,21,In Stock,19,New,Tech Distributors Inc,12,7.9,"Seattle, WA",Ultra-wide curved monitor for immersive experience. Excellent for multitasking and multimedia.
131,LG-TV-00131,LG Pro TV,LG,TV,789,129,In Stock,5,Refurbished,Tech Distributors Inc,36,0.79,"San Antonio, TX",High-quality tv from a trusted brand. Reliable performance and great value.
132,LG-PRO-00132,LG Pro Projector,LG,Projector,1459,70,In Stock,14,New,Direct Source Electronics,36,1.01,"Boston, MA",High-quality projector from a trusted brand. Reliable performance and great value.
133,LG-PRO-00133,LG Max Projector,LG,Projector,919,86,In Stock,12,New,Direct Source Electronics,36,0.9,"Los Angeles, CA",High-quality projector from a trusted brand. Reliable performance and great value.
134,LG-MON-00134,LG P Series Monitor 144Hz USB-C,LG,Monitor,1319,116,In Stock,2,New,Tech Distributors Inc,12,7.37,"Phoenix, AZ",Ultra-wide curved monitor for immersive experience. Excellent for multitasking and multimedia.
135,LG-PRO-00135,LG Plus Projector,LG,Projector,589,16,In Stock,19,Refurbished,Prime Tech Wholesale,36,1.44,"Phoenix, AZ",High-quality projector from a trusted brand. Reliable performance and great value.
136,LG-MON-00136,"LG Predator Monitor FHD 32""",LG,Monitor,999,45,In Stock,2,New,Prime Tech Wholesale,36,5.59,"San Antonio, TX",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
137,LG-MON-00137,"LG Predator Monitor 34"" 24""",LG,Monitor,269,99,In Stock,13,Refurbished,Prime Tech Wholesale,12,7.63,"San Antonio, TX",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
138,LG-PRO-00138,LG Ultra Projector,LG,Projector,1199,4,Low Stock,37,New,Global Electronics Supply,24,0.63,"Houston, TX",High-quality projector from a trusted brand. Reliable performance and great value.
139,LG-TV-00139,LG Mini TV,LG,TV,489,118,In Stock,12,New,Direct Source Electronics,12,0.53,"Dallas, TX",High-quality tv from a trusted brand. Reliable performance and great value.
140,LG-PRO-00140,LG Elite Projector,LG,Projector,969,50,In Stock,14,New,Global Electronics Supply,36,0.51,"Denver, CO",High-quality projector from a trusted brand. Reliable performance and great value.
141,LG-MON-00141,"LG Predator Monitor 32"" QHD",LG,Monitor,789,18,In Stock,15,New,Direct Source Electronics,24,4.97,"Houston, TX",Budget-friendly monitor with reliable performance. Good value for home office or general use.
142,LG-PRO-00142,LG Ultra Projector,LG,Projector,439,105,In Stock,6,New,Direct Source Electronics,12,0.92,"Las Vegas, NV",High-quality projector from a trusted brand. Reliable performance and great value.
143,LG-PRO-00143,LG Pro Projector,LG,Projector,969,113,In Stock,7,New,Tech Distributors Inc,24,1.94,"Chicago, IL",High-quality projector from a trusted brand. Reliable performance and great value.
144,LG-TV-00144,LG Elite TV,LG,TV,2729,34,In Stock,13,New,Direct Source Electronics,12,1.62,"Houston, TX",High-quality tv from a trusted brand. Reliable performance and great value.
145,LG-PRO-00145,LG Max Projector,LG,Projector,689,53,In Stock,4,New,Direct Source Electronics,12,0.61,"Dallas, TX",High-quality projector from a trusted brand. Reliable performance and great value.
146,LG-TV-00146,LG Plus TV,LG,TV,639,65,In Stock,15,Refurbished,Tech Distributors Inc,12,0.68,"Dallas, TX",High-quality tv from a trusted brand. Reliable performance and great value.
147,LG-TV-00147,LG Max TV,LG,TV,429,22,In Stock,13,Refurbished,Direct Source Electronics,36,1.46,"New York, NY",High-quality tv from a trusted brand. Reliable performance and great value.
148,LG-MON-00148,LG Predator Monitor 4K 144Hz,LG,Monitor,1369,22,In Stock,19,Refurbished,Global Electronics Supply,36,4.16,"Atlanta, GA",Budget-friendly monitor with reliable performance. Good value for home office or general use.
149,LG-PRO-00149,LG Ultra Projector,LG,Projector,1469,33,In Stock,15,New,Direct Source Electronics,12,1.55,"Seattle, WA",High-quality projector from a trusted brand. Reliable performance and great value.
150,LG-TV-00150,LG Max TV,LG,TV,439,77,In Stock,14,New,Prime Tech Wholesale,24,0.57,"Los Angeles, CA",High-quality tv from a trusted brand. Reliable performance and great value.
151,LG-MON-00151,"LG ThinkVision Monitor 24"" 27""",LG,Monitor,619,12,In Stock,24,New,Direct Source Electronics,12,4.1,"San Diego, CA",Budget-friendly monitor with reliable performance. Good value for home office or general use.
152,LG-TV-00152,LG Pro TV,LG,TV,1719,129,In Stock,11,New,Prime Tech Wholesale,12,1.52,"New York, NY",High-quality tv from a trusted brand. Reliable performance and great value.
153,LG-MON-00153,LG ThinkVision Monitor FHD VA,LG,Monitor,929,8,Low Stock,43,New,Tech Distributors Inc,36,3.66,"Boston, MA",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
154,LG-TV-00154,LG Mini TV,LG,TV,2839,25,In Stock,14,New,Global Electronics Supply,12,1.76,"Atlanta, GA",High-quality tv from a trusted brand. Reliable performance and great value.
155,LG-MON-00155,"LG ThinkVision Monitor 27"" 32""",LG,Monitor,429,15,In Stock,14,New,Prime Tech Wholesale,24,7.14,"Miami, FL",Professional-grade monitor with accurate color reproduction and ergonomic design. Perfect for creative work and productivity.
156,LG-PRO-00156,LG Max Projector,LG,Projector,1949,34,In Stock,4,New,Prime Tech Wholesale,24,1.42,"San Diego, CA",High-quality projector from a trusted brand. Reliable performance and great value.
157,LOG-MOU-00157,Logitech Gaming Mouse Ergonomic High DPI,Logitech,Mouse,139,21,In Stock,21,New,Direct Source Electronics,24,0.23,"New York, NY",Portable travel mouse with compact design. Fits easily in laptop bag.
158,LOG-SPE-00158,Logitech Ultra Speaker,Logitech,Speaker,149,25,In Stock,17,New,Global Electronics Supply,12,1.15,"Miami, FL",High-quality speaker from a trusted brand. Reliable performance and great value.
159,LOG-HEA-00159,Logitech Ultra Headset,Logitech,Headset,119,15,In Stock,9,New,Global Electronics Supply,24,1.72,"Los Angeles, CA",High-quality headset from a trusted brand. Reliable performance and great value.
160,LOG-KEY-00160,Logitech Mechanical Keyboard RGB USB-C,Logitech,Keyboard,119,28,In Stock,13,New,Global Electronics Supply,24,0.74,"Miami, FL",Wireless keyboard with long battery life and comfortable typing experience. Perfect for productivity.
161,LOG-MOU-00161,Logitech Gaming Mouse Laser Bluetooth,Logitech,Mouse,39,68,In Stock,11,Refurbished,Global Electronics Supply,36,0.26,"Philadelphia, PA",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
162,LOG-SPE-00162,Logitech Ultra Speaker,Logitech,Speaker,39,5,Low Stock,45,New,Prime Tech Wholesale,12,0.95,"San Antonio, TX",High-quality speaker from a trusted brand. Reliable performance and great value.
163,LOG-MOU-00163,Logitech Pro Mouse Optical Laser,Logitech,Mouse,139,133,In Stock,12,Refurbished,Direct Source Electronics,36,0.27,"Seattle, WA",Gaming mouse with adjustable DPI and customizable RGB lighting. Built for competitive gaming.
164,LOG-WEB-00164,Logitech Max Webcam,Logitech,Webcam,69,78,In Stock,11,New,Tech Distributors Inc,36,0.79,"Seattle, WA",High-quality webcam from a trusted brand. Reliable performance and great value.
165,LOG-WEB-00165,Logitech Ultra Webcam,Logitech,Webcam,159,1,Low Stock,39,New,Global Electronics Supply,36,1.23,"Las Vegas, NV",High-quality webcam from a trusted brand. Reliable performance and great value.
166,LOG-MOU-00166,Logitech MX Master Mouse High DPI Laser,Logitech,Mouse,119,95,In Stock,9,New,Direct Source Electronics,12,0.21,"Boston, MA",Precision mouse with programmable buttons and ergonomic design. Perfect for professionals and gamers.
167,LOG-HEA-00167,Logitech Ultra Headset,Logitech,Headset,159,114,In Stock,14,New,Direct Source Electronics,24,1.02,"Las Vegas, NV",High-quality headset from a trusted brand. Reliable performance and great value.
168,LOG-MOU-00168,Logitech Gaming Mouse Laser Ergonomic,Logitech,Mouse,149,109,In Stock,12,New,Direct Source Electronics,24,0.27,"Miami, FL",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
169,LOG-SPE-00169,Logitech Plus Speaker,Logitech,Speaker,79,0,Out of Stock,23,Refurbished,Direct Source Electronics,24,1.61,"Boston, MA",High-quality speaker from a trusted brand. Reliable performance and great value.
170,LOG-SPE-00170,Logitech Max Speaker,Logitech,Speaker,379,96,In Stock,7,New,Tech Distributors Inc,24,1.32,"Chicago, IL",High-quality speaker from a trusted brand. Reliable performance and great value.
171,LOG-KEY-00171,Logitech Wireless Keyboard Mechanical Bluetooth,Logitech,Keyboard,189,24,In Stock,7,New,Prime Tech Wholesale,24,0.83,"San Diego, CA",Premium mechanical keyboard with tactile switches and customizable RGB lighting. Built for gamers and typists.
172,LOG-WEB-00172,Logitech Elite Webcam,Logitech,Webcam,169,12,In Stock,25,New,Prime Tech Wholesale,36,0.62,"Chicago, IL",High-quality webcam from a trusted brand. Reliable performance and great value.
173,LOG-SPE-00173,Logitech Elite Speaker,Logitech,Speaker,279,136,In Stock,15,New,Direct Source Electronics,12,1.4,"Philadelphia, PA",High-quality speaker from a trusted brand. Reliable performance and great value.
174,LOG-MOU-00174,Logitech Gaming Mouse RGB Programmable,Logitech,Mouse,139,119,In Stock,14,New,Prime Tech Wholesale,36,0.13,"Phoenix, AZ",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
175,LOG-MOU-00175,Logitech Ergonomic Mouse Laser Ergonomic,Logitech,Mouse,29,5,Low Stock,49,New,Prime Tech Wholesale,12,0.21,"Denver, CO",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
176,LOG-WEB-00176,Logitech Pro Webcam,Logitech,Webcam,139,145,In Stock,7,New,Prime Tech Wholesale,24,1.02,"San Diego, CA",High-quality webcam from a trusted brand. Reliable performance and great value.
177,LOG-MOU-00177,Logitech Pro Mouse Programmable Bluetooth,Logitech,Mouse,89,23,In Stock,23,New,Global Electronics Supply,24,0.29,"Boston, MA",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
178,MIC-KEY-00178,Microsoft MX Keys Keyboard Wireless Bluetooth,Microsoft,Keyboard,39,3,Low Stock,17,Refurbished,Direct Source Electronics,24,0.61,"Phoenix, AZ",Budget-friendly keyboard with reliable performance. Good value for everyday use.
179,MIC-KEY-00179,Microsoft K Series Keyboard Mechanical Membrane,Microsoft,Keyboard,69,113,In Stock,0,New,Tech Distributors Inc,24,0.98,"Phoenix, AZ",Ergonomic keyboard designed to reduce wrist strain. Great for extended typing sessions.
180,MIC-MOU-00180,Microsoft Pro Mouse High DPI Optical,Microsoft,Mouse,29,26,In Stock,22,New,Prime Tech Wholesale,36,0.11,"Dallas, TX",Precision mouse with programmable buttons and ergonomic design. Perfect for professionals and gamers.
181,MIC-SUR-00181,Microsoft Pro Surface,Microsoft,Surface,1819,57,In Stock,9,New,Direct Source Electronics,24,1.8,"Las Vegas, NV",High-quality surface from a trusted brand. Reliable performance and great value.
182,MIC-SUR-00182,Microsoft Plus Surface,Microsoft,Surface,1349,45,In Stock,10,New,Prime Tech Wholesale,24,1.06,"Philadelphia, PA",High-quality surface from a trusted brand. Reliable performance and great value.
183,MIC-XBO-00183,Microsoft Ultra Xbox Controller,Microsoft,Xbox Controller,89,33,In Stock,8,New,Global Electronics Supply,12,1.97,"San Diego, CA",High-quality xbox controller from a trusted brand. Reliable performance and great value.
184,MIC-SUR-00184,Microsoft Pro Surface,Microsoft,Surface,1539,111,In Stock,9,New,Tech Distributors Inc,24,1.93,"Phoenix, AZ",High-quality surface from a trusted brand. Reliable performance and great value.
185,MIC-SUR-00185,Microsoft Ultra Surface,Microsoft,Surface,929,3,Low Stock,48,New,Direct Source Electronics,24,1.04,"Denver, CO",High-quality surface from a trusted brand. Reliable performance and great value.
186,MIC-SUR-00186,Microsoft Max Surface,Microsoft,Surface,1539,11,In Stock,21,New,Direct Source Electronics,36,1.1,"Dallas, TX",High-quality surface from a trusted brand. Reliable performance and great value.
187,MIC-SUR-00187,Microsoft Elite Surface,Microsoft,Surface,1519,99,In Stock,6,New,Tech Distributors Inc,12,1.77,"New York, NY",High-quality surface from a trusted brand. Reliable performance and great value.
188,MIC-MOU-00188,Microsoft Wireless Mouse High DPI Programmable,Microsoft,Mouse,49,7,Low Stock,23,New,Tech Distributors Inc,36,0.3,"Chicago, IL",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
189,MIC-XBO-00189,Microsoft Pro Xbox Controller,Microsoft,Xbox Controller,69,7,Low Stock,36,New,Prime Tech Wholesale,24,1.73,"Atlanta, GA",High-quality xbox controller from a trusted brand. Reliable performance and great value.
190,MIC-SUR-00190,Microsoft Pro Surface,Microsoft,Surface,1849,48,In Stock,14,Refurbished,Global Electronics Supply,12,1.81,"Los Angeles, CA",High-quality surface from a trusted brand. Reliable performance and great value.
191,MIC-KEY-00191,Microsoft MX Keys Keyboard RGB USB-C,Microsoft,Keyboard,189,9,Low Stock,39,New,Prime Tech Wholesale,24,0.97,"Phoenix, AZ",Ergonomic keyboard designed to reduce wrist strain. Great for extended typing sessions.
192,MIC-KEY-00192,Microsoft Wireless Keyboard Backlit Ergonomic,Microsoft,Keyboard,59,3,Low Stock,48,New,Prime Tech Wholesale,36,0.57,"Las Vegas, NV",Budget-friendly keyboard with reliable performance. Good value for everyday use.
193,MIC-MOU-00193,Microsoft Wireless Mouse High DPI Bluetooth,Microsoft,Mouse,19,68,In Stock,15,New,Tech Distributors Inc,36,0.16,"Philadelphia, PA",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
194,MIC-XBO-00194,Microsoft Pro Xbox Controller,Microsoft,Xbox Controller,99,58,In Stock,12,New,Prime Tech Wholesale,36,0.53,"San Diego, CA",High-quality xbox controller from a trusted brand. Reliable performance and great value.
195,MIC-KEY-00195,Microsoft RGB Keyboard Membrane USB-C,Microsoft,Keyboard,169,27,In Stock,8,New,Direct Source Electronics,12,0.92,"Los Angeles, CA",Premium mechanical keyboard with tactile switches and customizable RGB lighting. Built for gamers and typists.
196,MIC-KEY-00196,Microsoft RGB Keyboard Membrane Mechanical,Microsoft,Keyboard,159,146,In Stock,3,New,Direct Source Electronics,24,0.94,"Chicago, IL",Compact keyboard with quality construction and responsive keys. Space-saving design.
197,MIC-KEY-00197,Microsoft RGB Keyboard RGB Mechanical,Microsoft,Keyboard,39,7,Low Stock,37,New,Prime Tech Wholesale,36,0.9,"Boston, MA",Compact keyboard with quality construction and responsive keys. Space-saving design.
198,MIC-MOU-00198,Microsoft MX Master Mouse Optical Bluetooth,Microsoft,Mouse,19,6,Low Stock,35,New,Global Electronics Supply,36,0.13,"Atlanta, GA",Precision mouse with programmable buttons and ergonomic design. Perfect for professionals and gamers.
199,MIC-MOU-00199,Microsoft Ergonomic Mouse Bluetooth Ergonomic,Microsoft,Mouse,119,109,In Stock,4,New,Global Electronics Supply,12,0.29,"Philadelphia, PA",Portable travel mouse with compact design. Fits easily in laptop bag.
200,MIC-XBO-00200,Microsoft Pro Xbox Controller,Microsoft,Xbox Controller,139,23,In Stock,22,New,Tech Distributors Inc,36,1.28,"Miami, FL",High-quality xbox controller from a trusted brand. Reliable performance and great value.
201,MIC-XBO-00201,Microsoft Plus Xbox Controller,Microsoft,Xbox Controller,139,146,In Stock,14,New,Tech Distributors Inc,36,1.79,"San Antonio, TX",High-quality xbox controller from a trusted brand. Reliable performance and great value.
202,MIC-XBO-00202,Microsoft Mini Xbox Controller,Microsoft,Xbox Controller,149,61,In Stock,6,New,Global Electronics Supply,36,0.68,"San Diego, CA",High-quality xbox controller from a trusted brand. Reliable performance and great value.
203,MIC-MOU-00203,Microsoft Wireless Mouse Optical Ergonomic,Microsoft,Mouse,39,6,Low Stock,34,New,Prime Tech Wholesale,24,0.2,"Los Angeles, CA",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
204,MIC-KEY-00204,Microsoft Wireless Keyboard Bluetooth USB-C,Microsoft,Keyboard,59,83,In Stock,7,New,Prime Tech Wholesale,24,0.65,"Boston, MA",Ergonomic keyboard designed to reduce wrist strain. Great for extended typing sessions.
205,MIC-XBO-00205,Microsoft Mini Xbox Controller,Microsoft,Xbox Controller,149,42,In Stock,13,New,Tech Distributors Inc,12,1.15,"Phoenix, AZ",High-quality xbox controller from a trusted brand. Reliable performance and great value.
206,MIC-SUR-00206,Microsoft Elite Surface,Microsoft,Surface,1809,140,In Stock,2,New,Global Electronics Supply,36,1.51,"Chicago, IL",High-quality surface from a trusted brand. Reliable performance and great value.
207,MIC-MOU-00207,Microsoft MX Master Mouse Bluetooth Ergonomic,Microsoft,Mouse,49,148,In Stock,0,New,Prime Tech Wholesale,36,0.14,"Los Angeles, CA",Portable travel mouse with compact design. Fits easily in laptop bag.
208,SON-TV-00208,Sony Elite TV,Sony,TV,1429,6,Low Stock,42,New,Tech Distributors Inc,12,1.25,"Denver, CO",High-quality tv from a trusted brand. Reliable performance and great value.
209,SON-SPE-00209,Sony Pro Speaker,Sony,Speaker,199,150,In Stock,13,Refurbished,Tech Distributors Inc,24,0.53,"Houston, TX",High-quality speaker from a trusted brand. Reliable performance and great value.
210,SON-HEA-00210,Sony AirPods Max Headphones 40mm drivers Hi-Res,Sony,Headphones,519,8,Low Stock,37,New,Direct Source Electronics,24,0.36,"San Antonio, TX",Premium noise-canceling headphones with exceptional sound quality. Perfect for travel and focus.
211,SON-CAM-00211,Sony Elite Camera,Sony,Camera,1449,129,In Stock,0,New,Global Electronics Supply,36,1.82,"Denver, CO",High-quality camera from a trusted brand. Reliable performance and great value.
212,SON-SPE-00212,Sony Max Speaker,Sony,Speaker,319,95,In Stock,10,Refurbished,Global Electronics Supply,24,1.59,"Las Vegas, NV",High-quality speaker from a trusted brand. Reliable performance and great value.
213,SON-CAM-00213,Sony Pro Camera,Sony,Camera,2429,91,In Stock,9,New,Prime Tech Wholesale,12,0.87,"Houston, TX",High-quality camera from a trusted brand. Reliable performance and great value.
214,SON-SPE-00214,Sony Pro Speaker,Sony,Speaker,269,112,In Stock,15,New,Prime Tech Wholesale,36,1.02,"Dallas, TX",High-quality speaker from a trusted brand. Reliable performance and great value.
215,SON-CAM-00215,Sony Elite Camera,Sony,Camera,1329,24,In Stock,10,New,Global Electronics Supply,36,1.36,"Miami, FL",High-quality camera from a trusted brand. Reliable performance and great value.
216,SON-HEA-00216,Sony AirPods Max Headphones In-ear Bluetooth,Sony,Headphones,469,79,In Stock,2,New,Direct Source Electronics,36,0.36,"Boston, MA",Wireless headphones with long battery life and comfortable fit. Great for all-day wear.
217,SON-HEA-00217,Sony QuietComfort Headphones ANC Over-ear,Sony,Headphones,449,6,Low Stock,21,New,Global Electronics Supply,36,0.32,"San Diego, CA",Gaming headset with surround sound and clear microphone. Built for competitive gaming.
218,SON-TV-00218,Sony Elite TV,Sony,TV,1339,4,Low Stock,50,New,Tech Distributors Inc,12,0.57,"San Diego, CA",High-quality tv from a trusted brand. Reliable performance and great value.
219,SON-CAM-00219,Sony Mini Camera,Sony,Camera,2589,17,In Stock,14,New,Direct Source Electronics,36,0.96,"Los Angeles, CA",High-quality camera from a trusted brand. Reliable performance and great value.
220,SON-CAM-00220,Sony Max Camera,Sony,Camera,599,47,In Stock,8,New,Prime Tech Wholesale,24,1.17,"Boston, MA",High-quality camera from a trusted brand. Reliable performance and great value.
221,SON-HEA-00221,Sony Pro Headphones ANC Wireless,Sony,Headphones,119,4,Low Stock,24,New,Prime Tech Wholesale,12,0.36,"Miami, FL",Gaming headset with surround sound and clear microphone. Built for competitive gaming.
222,SON-CAM-00222,Sony Pro Camera,Sony,Camera,1729,48,In Stock,9,New,Tech Distributors Inc,24,1.34,"Denver, CO",High-quality camera from a trusted brand. Reliable performance and great value.
223,SON-SPE-00223,Sony Max Speaker,Sony,Speaker,359,127,In Stock,7,New,Direct Source Electronics,24,1.93,"Las Vegas, NV",High-quality speaker from a trusted brand. Reliable performance and great value.
224,SON-CAM-00224,Sony Mini Camera,Sony,Camera,799,72,In Stock,15,New,Tech Distributors Inc,12,2,"Seattle, WA",High-quality camera from a trusted brand. Reliable performance and great value.
225,SON-SPE-00225,Sony Ultra Speaker,Sony,Speaker,159,104,In Stock,6,New,Prime Tech Wholesale,36,1.14,"Phoenix, AZ",High-quality speaker from a trusted brand. Reliable performance and great value.
226,SON-CAM-00226,Sony Ultra Camera,Sony,Camera,1669,123,In Stock,6,New,Prime Tech Wholesale,12,1.11,"Philadelphia, PA",High-quality camera from a trusted brand. Reliable performance and great value.
227,SON-TV-00227,Sony Elite TV,Sony,TV,1759,135,In Stock,13,New,Tech Distributors Inc,36,1.66,"Boston, MA",High-quality tv from a trusted brand. Reliable performance and great value.
228,SON-SPE-00228,Sony Mini Speaker,Sony,Speaker,169,68,In Stock,0,New,Prime Tech Wholesale,12,1.83,"New York, NY",High-quality speaker from a trusted brand. Reliable performance and great value.
229,SON-TV-00229,Sony Elite TV,Sony,TV,2789,25,In Stock,24,New,Global Electronics Supply,12,1.41,"Miami, FL",High-quality tv from a trusted brand. Reliable performance and great value.
230,SON-TV-00230,Sony Elite TV,Sony,TV,2969,59,In Stock,13,New,Direct Source Electronics,12,1.74,"Houston, TX",High-quality tv from a trusted brand. Reliable performance and great value.
231,SON-HEA-00231,Sony WH Series Headphones Over-ear Wireless,Sony,Headphones,539,72,In Stock,4,Refurbished,Tech Distributors Inc,12,0.35,"Philadelphia, PA",Wireless headphones with long battery life and comfortable fit. Great for all-day wear.
232,SON-TV-00232,Sony Pro TV,Sony,TV,2639,112,In Stock,10,Refurbished,Global Electronics Supply,36,1.89,"Las Vegas, NV",High-quality tv from a trusted brand. Reliable performance and great value.
233,ASU-MOT-00233,Asus Max Motherboard,Asus,Motherboard,339,78,In Stock,14,Refurbished,Prime Tech Wholesale,12,0.67,"Miami, FL",High-quality motherboard from a trusted brand. Reliable performance and great value.
234,ASU-MON-00234,"Asus ProDisplay Monitor IPS 27""",Asus,Monitor,949,138,In Stock,2,New,Direct Source Electronics,12,5.93,"Las Vegas, NV",Budget-friendly monitor with reliable performance. Good value for home office or general use.
235,ASU-MOT-00235,Asus Ultra Motherboard,Asus,Motherboard,209,134,In Stock,15,New,Global Electronics Supply,24,1.79,"Los Angeles, CA",High-quality motherboard from a trusted brand. Reliable performance and great value.
236,ASU-LAP-00236,"Asus Air Laptop i7 15.6""",Asus,Laptop,1279,10,In Stock,24,New,Global Electronics Supply,12,2.24,"New York, NY",Budget-friendly laptop that doesn't compromise on quality. Great for everyday computing and entertainment.
237,ASU-LAP-00237,Asus Yoga Laptop 32GB i9,Asus,Laptop,829,20,In Stock,9,New,Tech Distributors Inc,36,1.59,"Philadelphia, PA",Budget-friendly laptop that doesn't compromise on quality. Great for everyday computing and entertainment.
238,ASU-LAP-00238,"Asus ZenBook Laptop 15.6"" M1",Asus,Laptop,2549,59,In Stock,10,New,Global Electronics Supply,24,1.27,"Philadelphia, PA",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
239,ASU-MOT-00239,Asus Ultra Motherboard,Asus,Motherboard,209,80,In Stock,2,New,Prime Tech Wholesale,36,0.75,"San Antonio, TX",High-quality motherboard from a trusted brand. Reliable performance and great value.
240,ASU-LAP-00240,Asus Elite Laptop 512GB SSD Ryzen 7,Asus,Laptop,919,139,In Stock,11,New,Global Electronics Supply,36,1.53,"Denver, CO",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
241,ASU-MON-00241,"Asus Predator Monitor 144Hz 27""",Asus,Monitor,579,65,In Stock,2,New,Prime Tech Wholesale,24,5.12,"Dallas, TX",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
242,ASU-MOT-00242,Asus Ultra Motherboard,Asus,Motherboard,189,75,In Stock,1,New,Global Electronics Supply,12,1.44,"Phoenix, AZ",High-quality motherboard from a trusted brand. Reliable performance and great value.
243,ASU-MOT-00243,Asus Mini Motherboard,Asus,Motherboard,199,1,Low Stock,31,New,Tech Distributors Inc,36,1.64,"Houston, TX",High-quality motherboard from a trusted brand. Reliable performance and great value.
244,ASU-LAP-00244,"Asus ZenBook Laptop 8GB 17""",Asus,Laptop,909,21,In Stock,5,New,Global Electronics Supply,36,1.94,"San Diego, CA","Powerful laptop perfect for professionals and content creators. Features high-performance processor, ample RAM, and fast SSD storage."
245,ASU-ROU-00245,Asus Archer Router Dual-band Tri-band,Asus,Router,219,13,In Stock,25,Refurbished,Tech Distributors Inc,36,1.18,"Houston, TX",Mesh WiFi system for whole-home coverage. No dead zones or buffering.
246,ASU-MON-00246,"Asus U Series Monitor 34"" 165Hz",Asus,Monitor,1389,55,In Stock,6,New,Global Electronics Supply,12,7.64,"San Antonio, TX",Ultra-wide curved monitor for immersive experience. Excellent for multitasking and multimedia.
247,ASU-ROU-00247,Asus Nighthawk Router Tri-band Mesh,Asus,Router,89,15,In Stock,9,New,Prime Tech Wholesale,36,1.84,"San Diego, CA",Mesh WiFi system for whole-home coverage. No dead zones or buffering.
248,ASU-ROU-00248,Asus Orbi Router Mesh Gigabit,Asus,Router,379,118,In Stock,7,New,Prime Tech Wholesale,24,1.37,"Houston, TX",Reliable router for home networks. Easy setup and stable connections.
249,ASU-MON-00249,"Asus ProDisplay Monitor 144Hz 24""",Asus,Monitor,779,57,In Stock,6,New,Tech Distributors Inc,12,4.95,"San Antonio, TX",Budget-friendly monitor with reliable performance. Good value for home office or general use.
250,ASU-MON-00250,Asus UltraSharp Monitor 4K QHD,Asus,Monitor,739,12,In Stock,16,New,Tech Distributors Inc,36,7.47,"Las Vegas, NV",Professional-grade monitor with accurate color reproduction and ergonomic design. Perfect for creative work and productivity.
251,ASU-ROU-00251,Asus Nighthawk Router WiFi 6E Dual-band,Asus,Router,159,8,Low Stock,37,New,Prime Tech Wholesale,36,0.54,"Miami, FL",Business-grade router with advanced security features. Perfect for small offices.
252,ASU-MOT-00252,Asus Plus Motherboard,Asus,Motherboard,439,7,Low Stock,20,New,Prime Tech Wholesale,36,1.55,"Seattle, WA",High-quality motherboard from a trusted brand. Reliable performance and great value.
